EmployeeNumber,Gender,Hourly Rate,JobRole,JobRole_lower,New_job_role,JobSatisfaction,JobSatisfaction_new,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsSinceLastPromotion,Job_role_first,upper_job,M or F,Job_id
1982,Male,78,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,13,3,1,Lab,LAB,M,LAB1982M
1985,Female,73,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,11,3,9,Lab,LAB,F,LAB1985F
1986,Female,92,Sales Executive,sales executive,Sales Executive,2,5,3,No,14,3,5,Sal,SAL,F,SAL1986F
1987,Female,82,Human Resources,human resources,Human Resources,2,5,4,No,14,3,1,Hum,HUM,F,HUM1987F
1989,Male,76,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,13,3,1,Lab,LAB,M,LAB1989M
1992,Male,57,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,6,Yes,19,3,0,Lab,LAB,M,LAB1992M
1993,Male,84,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,2,No,23,4,12,Hea,HEA,M,HEA1993M
1994,Male,59,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,12,3,0,Lab,LAB,M,LAB1994M
1995,Male,86,Sales Executive,sales executive,Sales Executive,2,5,0,No,15,3,5,Sal,SAL,M,SAL1995M
1996,Male,54,Sales Representative,sales representative,Sales Representative,3,7.5,0,No,19,3,1,Sal,SAL,M,SAL1996M
1997,Male,72,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,2,No,11,3,7,Man,MAN,M,MAN1997M
1998,Male,35,Research Scientist,research scientist,Research Scientist,1,2.5,6,Yes,17,3,1,Res,RES,M,RES1998M
1999,Male,76,Research Scientist,research scientist,Research Scientist,4,10,3,No,22,4,1,Res,RES,M,RES1999M
2000,Female,98,Research Director,research director,Research Leader,2,5,0,No,18,3,5,Res,RES,F,RES2000F
2003,Male,43,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,7,Yes,11,3,2,Lab,LAB,M,LAB2003M
2007,Male,63,Research Scientist,research scientist,Research Scientist,3,7.5,0,No,12,3,1,Res,RES,M,RES2007M
2008,Male,48,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,19,3,0,Res,RES,M,RES2008M
2009,Female,95,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,0,Yes,13,3,8,Hea,HEA,F,HEA2009F
2010,Female,49,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,13,3,4,Lab,LAB,F,LAB2010F
2012,Male,83,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,8,No,19,3,0,Lab,LAB,M,LAB2012M
2013,Male,68,Sales Representative,sales representative,Sales Representative,2,5,0,No,14,3,2,Sal,SAL,M,SAL2013M
2014,Male,52,Research Scientist,research scientist,Research Scientist,4,10,7,No,13,3,1,Res,RES,M,RES2014M
2015,Female,99,Research Director,research director,Research Leader,3,7.5,3,No,12,3,1,Res,RES,F,RES2015F
2016,Female,48,Sales Executive,sales executive,Sales Executive,4,10,1,No,19,3,5,Sal,SAL,F,SAL2016F
2017,Female,42,Research Director,research director,Research Leader,4,10,1,Yes,25,4,6,Res,RES,F,RES2017F
2018,Female,85,Sales Executive,sales executive,Sales Executive,3,7.5,0,Yes,22,4,0,Sal,SAL,F,SAL2018F
2019,Male,40,Sales Representative,sales representative,Sales Representative,4,10,2,No,15,3,0,Sal,SAL,M,SAL2019M
2020,Male,42,Research Scientist,research scientist,Research Scientist,4,10,6,Yes,12,3,1,Res,RES,M,RES2020M
2021,Male,58,Sales Representative,sales representative,Sales Representative,1,2.5,1,Yes,11,3,1,Sal,SAL,M,SAL2021M
2022,Male,87,Manager,manager,Manager,4,10,2,No,13,3,1,Man,MAN,M,MAN2022M
2023,Male,33,Sales Representative,sales representative,Sales Representative,1,2.5,1,No,19,3,1,Sal,SAL,M,SAL2023M
2024,Female,94,Sales Executive,sales executive,Sales Executive,4,10,0,No,19,3,3,Sal,SAL,F,SAL2024F
2025,Female,97,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,7,No,13,3,0,Man,MAN,F,MAN2025F
2026,Male,57,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,No,21,4,1,Hea,HEA,M,HEA2026M
2027,Male,36,Research Scientist,research scientist,Research Scientist,4,10,9,Yes,14,3,2,Res,RES,M,RES2027M
2031,Male,56,Manager,manager,Manager,3,7.5,5,No,11,3,4,Man,MAN,M,MAN2031M
2032,Male,72,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,8,No,11,3,9,Lab,LAB,M,LAB2032M
2034,Female,60,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,0,No,23,4,0,Man,MAN,F,MAN2034F
2035,Female,95,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,21,4,1,Sal,SAL,F,SAL2035F
2036,Male,88,Sales Executive,sales executive,Sales Executive,4,10,1,No,24,4,11,Sal,SAL,M,SAL2036M
2037,Male,57,Sales Executive,sales executive,Sales Executive,2,5,2,No,11,3,0,Sal,SAL,M,SAL2037M
2038,Male,78,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,14,3,1,Res,RES,M,RES2038M
2040,Female,31,Human Resources,human resources,Human Resources,4,10,1,Yes,16,3,1,Hum,HUM,F,HUM2040F
2041,Female,100,Sales Executive,sales executive,Sales Executive,4,10,1,No,11,3,1,Sal,SAL,F,SAL2041F
2044,Male,94,Sales Executive,sales executive,Sales Executive,3,7.5,7,No,12,3,0,Sal,SAL,M,SAL2044M
2045,Female,100,Sales Executive,sales executive,Sales Executive,4,10,4,No,13,3,0,Sal,SAL,F,SAL2045F
2046,Female,50,Sales Executive,sales executive,Sales Executive,3,7.5,8,No,15,3,0,Sal,SAL,F,SAL2046F
2048,Male,52,Research Scientist,research scientist,Research Scientist,3,7.5,2,No,14,3,2,Res,RES,M,RES2048M
2049,Male,80,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,Yes,14,3,0,Hea,HEA,M,HEA2049M
2051,Female,98,Research Scientist,research scientist,Research Scientist,3,7.5,2,No,14,3,0,Res,RES,F,RES2051F
2052,Female,62,Research Scientist,research scientist,Research Scientist,4,10,1,No,12,3,1,Res,RES,F,RES2052F
2053,Male,46,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,4,Yes,13,3,0,Lab,LAB,M,LAB2053M
2054,Female,73,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,14,3,0,Res,RES,F,RES2054F
2055,Male,39,Sales Executive,sales executive,Sales Executive,1,2.5,4,Yes,13,3,2,Sal,SAL,M,SAL2055M
2056,Female,60,Sales Executive,sales executive,Sales Executive,4,10,0,No,11,3,9,Sal,SAL,F,SAL2056F
2057,Male,74,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,0,No,19,3,1,Man,MAN,M,MAN2057M
2060,Female,30,Sales Representative,sales representative,Sales Representative,3,7.5,0,No,18,3,0,Sal,SAL,F,SAL2060F
2061,Male,41,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,4,No,17,3,0,Lab,LAB,M,LAB2061M
2062,Male,42,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,4,No,15,3,1,Hea,HEA,M,HEA2062M
2064,Male,87,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,1,Yes,20,4,0,Man,MAN,M,MAN2064M
2065,Male,63,Sales Executive,sales executive,Sales Executive,2,5,2,No,14,3,0,Sal,SAL,M,SAL2065M
2068,Male,82,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,2,No,12,3,1,Lab,LAB,M,LAB2068M

